date,Country,App,device,downloads,active_users,total_sessions,total_minutes,usage_penetration,open_rate,mb_per_user,mb_per_session
2019-01-28,B,Z,android,1714,25726,237399,251945,0.8915,35.5096,0.8,0.09
2019-02-04,A,Y,android,5441,26749,182909,226702,0.1853,23.5172,4.94,0.72
2019-02-04,A,X,android,1756,70646,656019,1048477,0.4893,98.507,3.45,0.37
2019-02-04,B,Y,android,833,10120,72459,79760,0.3507,15.781,1.92,0.27
2019-02-04,B,X,android,955,20988,242532,254357,0.7273,54.2073,2.58,0.22
2019-02-04,B,Z,android,1870,29323,201243,294744,1.0162,39.1713,1.09,0.16
2019-02-11,A,Y,android,3425,20106,272253,264991,0.1393,17.8877,7.73,0.57
2019-02-11,B,Y,android,880,5428,22407,21152,0.1881,8.3763,0.91,0.22
2019-02-11,B,Z,android,1704,28933,166336,164132,1.0026,39.1734,0.76,0.13
2019-02-18,A,Y,android,2402,21786,225267,244359,0.1509,18.779,11.46,1.11
2019-02-18,B,Y,android,1123,8654,46230,51053,0.2999,13.6384,2.26,0.42
2019-02-18,B,X,android,1720,23643,193160,235313,0.8193,52.7119,1.7,0.21
2019-02-18,B,Z,android,2556,34011,197298,258072,1.1786,41.0185,0.7,0.12
2019-02-25,A,Y,android,2956,21620,126000,175608,0.1497,17.2831,4.74,0.81
2019-02-25,A,X,android,1161,69074,430815,431856,0.4784,97.7132,1.81,0.29
2019-02-25,B,Y,android,1007,6234,17966,16525,0.2158,10.5775,1.15,0.4
2019-02-25,B,X,android,1371,23463,88548,60892,0.8121,50.9826,1.11,0.29
2019-02-25,B,Z,android,2416,29389,211336,253149,1.0172,37.547,0.91,0.13
2019-03-04,A,Y,android,3223,17640,156430,216598,0.1222,14.83,5.66,0.64
2019-03-04,B,Y,android,904,8875,54102,51523,0.3072,13.6768,1.07,0.17
2019-03-04,B,X,android,1159,22782,113612,73934,0.7885,48.3922,1.4,0.28
2019-03-04,B,Z,android,1792,30215,233562,260008,1.0458,37.3315,0.61,0.08
2019-03-11,A,Y,android,3097,14966,105049,156733,0.1037,12.1853,3.6,0.51
2019-03-11,B,Y,android,979,5741,37770,34314,0.1987,8.8888,0.69,0.1
2019-03-11,B,X,android,1058,23739,104568,123709,0.8216,56.9752,1.63,0.37
2019-03-11,B,Z,android,1837,36450,235649,310951,1.2616,44.8052,1.1,0.17
2019-03-18,A,Y,android,2906,20822,150398,212697,0.1442,17.5265,4.49,0.62
2019-03-18,B,Y,android,1467,7493,36056,46369,0.2593,11.2689,0.66,0.14
2019-03-18,B,X,android,1137,22362,213016,353554,0.774,53.963,3.3,0.35
2019-03-18,B,Z,android,1995,34773,274428,373403,1.2036,42.7821,1.71,0.22
2019-03-25,A,Y,android,2649,18749,178585,244049,0.1299,15.5243,3.57,0.38
2019-03-25,B,Y,android,1207,8065,40761,46065,0.2791,12.3365,0.75,0.15
2019-03-25,B,X,android,1038,22917,188466,217778,0.7932,52.5095,4.1,0.5
2019-03-25,B,Z,android,1989,31711,176884,219300,1.0976,36.9899,1.32,0.24
2019-04-01,A,Y,android,2918,18683,187594,217078,0.1294,15.6157,3.11,0.31
2019-04-01,B,X,android,1171,21142,158245,272051,0.7309,43.2198,5.01,0.67
2019-04-01,B,Z,android,2467,31222,263669,281108,1.0794,37.1562,2.39,0.28
2019-04-08,A,Y,android,3064,24339,82971,116228,0.1686,20.2687,2.08,0.61
2019-04-08,B,Y,android,1063,8477,52820,58063,0.2931,13.0535,1.1,0.18
2019-04-08,B,X,android,1082,21032,135885,181453,0.7271,47.3484,3.31,0.51
2019-04-08,B,Z,android,2391,30732,373240,403928,1.0624,35.6514,2.38,0.2
2019-04-15,A,Y,android,2752,19020,126691,236297,0.1317,16.1211,4.52,0.68
2019-04-15,B,Y,android,1258,6483,53647,54503,0.2241,10.4805,1.2,0.14
2019-04-15,B,X,android,1116,23425,130404,109915,0.8098,53.9942,4.25,0.76
2019-04-15,B,Z,android,2080,33004,288752,289805,1.141,38.5335,1.78,0.2
2019-04-22,A,Y,android,3265,16259,121456,155233,0.1126,14.4213,6.92,0.93
2019-04-22,B,Y,android,2508,12148,54873,55058,0.42,18.8622,2.81,0.62
2019-04-22,B,X,android,1128,24776,123159,100419,0.8565,58.5372,3.28,0.66
2019-04-22,B,Z,android,1811,31231,358125,327048,1.0797,37.6733,2,0.17
2019-04-29,A,Y,android,2632,15801,105929,148197,0.1094,13.0976,3.59,0.54
2019-04-29,B,Y,android,3559,8838,42087,34062,0.3052,13.9314,0.44,0.09
2019-04-29,B,X,android,1319,26777,132731,121798,0.9246,53.1856,4.37,0.88
2019-04-29,B,Z,android,2245,30671,349526,248355,1.0591,34.3723,2.22,0.2
2019-05-06,A,Y,android,2350,20256,107883,145765,0.1403,16.9622,3.69,0.69
2019-05-06,A,X,android,2135,72789,436661,575083,0.5042,100,5.27,0.88
2019-05-06,B,Y,android,2180,11167,40793,48026,0.3856,16.4969,1.48,0.4
2019-05-06,B,X,android,1470,25982,259893,324524,0.8971,51.89,9.21,0.92
2019-05-06,B,Z,android,2487,33069,398249,343318,1.1419,34.8317,2.84,0.24
2019-05-13,B,Y,android,1070,5817,27578,39602,0.2009,9.2255,1.33,0.28
2019-05-13,B,X,android,1456,24412,221510,253507,0.8429,48.1451,6.54,0.72
2019-05-13,B,Z,android,2020,29335,302737,295168,1.0129,33.1368,1.93,0.19
2019-05-20,A,Y,android,3638,20770,88336,102948,0.1439,15.592,3.05,0.72
2019-05-20,B,Y,android,1196,6675,21640,15733,0.2305,9.9457,0.56,0.17
2019-05-20,B,X,android,1777,32369,299992,351450,1.1177,58.3095,6.44,0.69
2019-05-20,B,Z,android,2252,34187,213224,276343,1.1805,36.9534,1.99,0.32
2019-05-27,A,Y,android,3414,17979,166758,299037,0.1245,13.6162,5.07,0.55
2019-05-27,B,Y,android,1735,6060,33875,30931,0.209,9.0944,0.55,0.1
2019-05-27,B,X,android,1904,29064,384860,347473,1.0024,51.8432,7.61,0.57
2019-05-27,B,Z,android,2252,32530,231158,242760,1.1219,34.7487,2.3,0.32
2019-06-03,A,Y,android,4565,22929,77112,135705,0.1588,17.4457,2.15,0.64
2019-06-03,B,Y,android,1577,8563,24584,19606,0.2953,12.9022,0.62,0.22
2019-06-03,B,X,android,1752,29009,335629,332693,1.0005,50.773,12.87,1.11
2019-06-03,B,Z,android,2329,35124,315202,335592,1.2114,36.6937,2.4,0.27
2019-06-10,A,Y,android,4140,12632,70816,108188,0.0875,9.4985,2.03,0.36
2019-06-10,A,X,android,2497,69311,288334,386306,0.4801,86.6908,6.76,1.62
2019-06-10,B,Y,android,1313,7314,21796,14189,0.2523,10.374,0.39,0.13
2019-06-10,B,X,android,1642,26036,282277,240103,0.898,46.0254,7.55,0.7
2019-06-10,B,Z,android,2082,31955,263820,336861,1.1021,34.9336,2.14,0.26
2019-06-17,A,Y,android,4365,19903,85463,156378,0.1379,14.5988,4.56,1.06
2019-06-17,A,X,android,2772,73201,237245,305732,0.507,85.4459,8.87,2.74
2019-06-17,B,Y,android,1391,11462,47395,38350,0.3953,15.8364,1.29,0.31
2019-06-17,B,X,android,1852,34429,454491,317470,1.1874,56.6874,10.6,0.8
2019-06-17,B,Z,android,2274,37026,269993,317998,1.277,39.2638,1.6,0.22
2019-06-24,A,Y,android,4913,16515,159846,222160,0.1144,12.0684,3.96,0.41
2019-06-24,A,X,android,10697,132539,219485,118365,0.918,80.1602,1.09,0.66
2019-06-24,B,Y,android,2141,9208,22154,18101,0.3176,13.3731,0.75,0.31
2019-06-24,B,X,android,1824,33914,359484,341315,1.1697,55.0484,11.88,1.12
2019-06-24,B,Z,android,2202,36515,261484,306838,1.2594,37.704,2.11,0.29
2019-07-01,A,Y,android,5730,27268,127341,196895,0.1889,17.6337,3.87,0.83
2019-07-01,A,X,android,3452,69840,372317,381574,0.4838,77.2521,8.95,1.68
2019-07-01,B,Y,android,1835,5569,48094,46191,0.1919,8.3039,0.85,0.1
2019-07-01,B,X,android,2220,26252,307694,279342,0.9044,42.5074,8.23,0.7
2019-07-01,B,Z,android,2748,37746,200620,232571,1.3004,38.2827,1.36,0.26
2019-07-08,A,Y,android,5065,18244,137885,208809,0.1264,12.5466,3.17,0.42
2019-07-08,A,X,android,3099,72964,366134,703260,0.5054,83.1996,7.26,1.45
2019-07-08,B,Y,android,1455,5205,21715,33177,0.1793,7.5836,0.47,0.11
2019-07-08,B,X,android,2030,28166,282500,300714,0.9703,43.6129,9.7,0.97
2019-07-08,B,Z,android,2399,33309,186897,238890,1.1475,33.8257,2,0.36
2019-07-15,A,Y,android,4361,17719,147953,223709,0.1227,12.1888,4.33,0.52
2019-07-15,A,X,android,6765,84913,308829,494086,0.5882,78.075,6.09,1.67
2019-07-15,B,Y,android,1745,8746,48602,41557,0.3013,12.7168,1.14,0.2
2019-07-15,B,X,android,2222,27925,180532,147103,0.962,44.1033,8.49,1.31
2019-07-15,B,Z,android,2384,32722,184552,242794,1.1273,32.8319,1.36,0.24
2019-07-22,A,Y,android,4992,24407,115737,154692,0.1691,16.6133,4.05,0.85
2019-07-22,A,X,android,4639,82327,1020773,1551214,0.5703,71.8443,16.74,1.35
2019-07-22,B,Y,android,1336,8044,65124,71144,0.2771,11.0814,1.98,0.24
2019-07-22,B,X,android,2006,27062,318325,264880,0.9323,43.4025,10.68,0.91
2019-07-22,B,Z,android,2329,33651,186157,231082,1.1593,31.8015,2.07,0.38
2019-07-29,A,Y,android,5208,28870,260810,321911,0.2,19.7317,7.1,0.79
2019-07-29,A,X,android,3758,78124,680773,693638,0.5412,75.7077,6.92,0.79
2019-07-29,B,Y,android,1236,11666,45824,43667,0.4014,16.5511,1.59,0.4
2019-07-29,B,X,android,1802,37364,238566,290691,1.2858,59.0019,7.83,1.23
2019-07-29,B,Z,android,2317,30728,196106,248054,1.0574,35.2736,1.71,0.27
2019-08-05,A,Y,android,5561,30819,260196,373117,0.2135,20.6172,11.08,1.31
2019-08-05,A,X,android,4174,80705,443174,555470,0.5591,78.3795,4.96,0.9
2019-08-05,B,Y,android,1529,10075,48546,45264,0.3467,13.6406,1.02,0.21
2019-08-05,B,X,android,1981,33348,483227,411914,1.1476,50.0618,6.89,0.48
2019-08-05,B,Z,android,2495,35150,318290,379653,1.2096,37.008,2.22,0.25
2019-08-12,A,Y,android,8843,23046,172725,380364,0.1596,13.5436,5.64,0.75
2019-08-12,A,X,android,27321,131277,825273,800087,0.9094,75.8691,7.2,1.14
2019-08-12,B,Y,android,1898,14343,61057,64623,0.4936,17.406,1.9,0.45
2019-08-12,B,X,android,2290,37073,406281,454543,1.2757,50.8985,5.35,0.49
2019-08-12,B,Z,android,2535,39171,257061,301431,1.3479,36.3718,1.8,0.27
2019-08-19,A,Y,android,8404,26461,134151,294273,0.1833,15.639,9.98,1.97
2019-08-19,A,X,android,11851,108289,872001,917916,0.7502,76.0558,6.4,0.8
2019-08-19,B,Y,android,1883,8387,138090,188728,0.2886,10.5103,25.85,1.57
2019-08-19,B,X,android,2228,33155,330181,345172,1.1409,45.8384,5.84,0.59
2019-08-19,B,Z,android,2433,36272,285216,371619,1.2482,33.6649,2.04,0.26
2019-08-26,A,Y,android,7798,36251,186619,280180,0.2511,19.9435,3.77,0.73
2019-08-26,A,X,android,8204,91318,688629,712366,0.6326,56.9122,3.46,0.46
2019-08-26,B,Y,android,2497,12478,81207,120514,0.4289,15.863,3.17,0.49
2019-08-26,B,X,android,2939,37270,358608,353876,1.2811,50.0789,5.47,0.57
2019-08-26,B,Z,android,2749,37184,211391,265598,1.2782,34.8259,1.63,0.29
2019-09-02,A,Y,android,7103,41460,132339,194865,0.2872,22.8194,2.27,0.71
2019-09-02,A,X,android,6796,95127,611477,826238,0.659,59.841,3.42,0.53
2019-09-02,B,Y,android,3728,11592,146929,279901,0.3985,14.8232,8.95,0.71
2019-09-02,B,X,android,2358,41126,323946,407210,1.4137,51.1591,5.23,0.66
2019-09-02,B,Z,android,2267,38858,288753,335925,1.3357,35.1755,2.24,0.3
2019-09-09,A,Y,android,7150,22961,183800,342191,0.1591,12.8753,4.51,0.56
2019-09-09,A,X,android,7517,104436,484792,604444,0.7235,61.8246,3.44,0.74
2019-09-09,B,Y,android,2862,12828,98930,167339,0.4409,15.7607,3.32,0.43
2019-09-09,B,X,android,2311,36509,269470,282367,1.2549,46.0689,4.24,0.57
2019-09-09,B,Z,android,1945,33587,272793,406115,1.1545,30.076,2.51,0.31
2019-09-16,A,Y,android,7149,32790,210609,416371,0.2272,16.3004,5.84,0.91
2019-09-16,A,X,android,5808,85156,536398,1104721,0.59,51.0853,2.98,0.47
2019-09-16,B,Y,android,2509,11151,77433,135332,0.3833,13.8163,3.56,0.51
2019-09-16,B,X,android,1929,28416,195499,178361,0.9768,34.0022,1.96,0.28
2019-09-16,B,Z,android,1650,26943,184721,206375,0.9261,24.4277,1.36,0.2
2019-09-23,A,Y,android,6888,36741,301791,853533,0.2545,17.5502,7.61,0.93
2019-09-23,A,X,android,5335,101354,677653,1081379,0.7022,58.966,4.69,0.7
2019-09-23,B,Y,android,1856,12994,42192,28690,0.4467,16.4277,1.15,0.35
2019-09-23,B,X,android,2731,31543,268995,200652,1.0842,39.0884,4.69,0.55
2019-09-23,B,Z,android,2041,32478,252484,268918,1.1164,29.1756,1.47,0.19
2019-09-30,A,Y,android,8309,40039,374766,481121,0.2774,18.873,5.59,0.6
2019-09-30,A,X,android,4978,86868,432777,447997,0.6019,55.2858,3.05,0.61
2019-09-30,B,Y,android,2105,15874,107975,173510,0.5451,19.8146,4.08,0.6
2019-09-30,B,X,android,2110,37182,344301,269312,1.2767,42.5307,5.22,0.56
2019-09-30,B,Z,android,2203,38816,374341,456576,1.3328,33.7216,2.22,0.23
2019-10-07,A,Y,android,11019,50654,386035,566727,0.351,23.1085,7.35,0.96
2019-10-07,A,X,android,5533,83411,471689,534924,0.5779,56.6099,3.38,0.6
2019-10-07,B,Y,android,2343,12832,57924,56171,0.4406,16.3883,1.19,0.26
2019-10-07,B,X,android,1877,35685,224634,190170,1.2253,42.2604,3,0.48
2019-10-07,B,Z,android,2061,36376,275257,334893,1.249,33.0624,2.35,0.31
2019-10-14,A,Y,android,10170,38986,462528,752353,0.2701,18.3439,13.04,1.1
2019-10-14,A,X,android,5474,84694,614879,1117055,0.5868,55.2712,5.57,0.77
2019-10-14,B,Y,android,2031,9305,71072,113675,0.3195,11.6535,8.58,1.12
2019-10-14,B,X,android,2437,31638,282682,295858,1.0863,33.8104,3.6,0.4
2019-10-14,B,Z,android,2057,39505,292258,369390,1.3565,32.4891,1.78,0.24
2019-10-21,A,Y,android,14365,61022,405739,614962,0.4228,24.7785,6.72,1.01
2019-10-21,A,X,android,4950,89061,661189,920492,0.6171,51.1279,3.62,0.49
2019-10-21,B,Y,android,2736,12961,104777,155026,0.445,16.0335,2.41,0.3
2019-10-21,B,X,android,2185,37175,387470,221398,1.2764,39.501,3.43,0.33
2019-10-21,B,Z,android,1852,39965,296220,241689,1.3723,32.3443,1.59,0.21
2019-10-28,A,Y,android,18653,68864,604628,921572,0.4772,26.1355,7.3,0.83
2019-10-28,A,X,android,5994,83557,566600,919147,0.579,50.1267,4.16,0.61
2019-10-28,B,Y,android,3103,13670,90263,101515,0.4692,17.2054,3.62,0.55
2019-10-28,B,X,android,2533,33587,643115,360684,1.1528,35.7912,4.33,0.23
2019-10-28,B,Z,android,1853,35169,378559,389453,1.2071,29.5941,2.98,0.28
2019-11-04,A,Y,android,16468,62416,640263,972254,0.4325,22.3351,9.44,0.92
2019-11-04,A,X,android,7800,94695,423855,602246,0.6562,55.5415,4.53,1.01
2019-11-04,B,Y,android,1775,12631,85828,155799,0.4335,15.0916,2.49,0.37
2019-11-04,B,X,android,2222,35489,507025,416155,1.2181,37.0077,4.54,0.32
2019-11-04,B,Z,android,1885,37478,242520,312211,1.2864,29.6384,1.92,0.3
2019-11-11,A,Y,android,13594,66807,644288,1045333,0.4629,23.1876,9.25,0.96
2019-11-11,A,X,android,6277,100580,649043,1026902,0.697,56.079,4.53,0.7
2019-11-11,B,Y,android,2353,14635,107758,216015,0.5023,16.8283,4.11,0.56
2019-11-11,B,X,android,2390,33584,464628,306335,1.1527,37.0571,4.45,0.32
2019-11-11,B,Z,android,2147,41672,283994,323022,1.4303,33.6693,0.96,0.14
2019-11-18,A,Y,android,18247,65231,706711,969481,0.452,20.8734,13.76,1.27
2019-11-18,A,X,android,5879,106573,641570,1012276,0.7385,61.0206,3.58,0.59
2019-11-18,B,Y,android,2304,18130,171818,217422,0.6223,22.0105,5.15,0.54
2019-11-18,B,X,android,2274,35405,363003,207650,1.2152,39.7185,3.74,0.36
2019-11-18,B,Z,android,2545,38107,363578,354468,1.308,31.2559,1.99,0.21
2019-11-25,A,Y,android,16837,68191,840182,1210858,0.4726,20.6326,8.37,0.68
2019-11-25,A,X,android,5474,81373,587025,789212,0.5639,44.356,4.36,0.6
2019-11-25,B,Y,android,1963,15599,92970,170613,0.5355,17.5442,3.07,0.52
2019-11-25,B,X,android,3799,37624,388012,374378,1.2915,41.7447,4.4,0.43
2019-11-25,B,Z,android,3221,46315,321009,342472,1.5898,35.6781,2.47,0.36
2019-12-02,A,Y,android,11512,75364,428593,577242,0.5223,22.365,11.54,2.03
2019-12-02,A,X,android,5088,102173,568900,643813,0.7081,49.7965,4.07,0.73
2019-12-02,B,Y,android,1703,12414,121235,178282,0.4261,14.6761,4.65,0.48
2019-12-02,B,X,android,3019,36586,364795,297709,1.2559,39.9879,4.08,0.41
2019-12-02,B,Z,android,2957,37657,303138,386787,1.2926,29.2588,1.48,0.18
2019-12-09,A,Y,android,8316,70404,382363,582711,0.4879,20.5904,11.56,2.13
2019-12-09,A,X,android,5741,109346,618133,1011982,0.7578,54.4861,4.09,0.72
2019-12-09,B,Y,android,1741,8309,69721,68899,0.2852,9.8029,4.61,0.55
2019-12-09,B,X,android,4511,33792,451455,358615,1.16,36.7392,4.07,0.3
2019-12-09,B,Z,android,2795,42886,367919,372512,1.4721,31.6855,1.46,0.17
2019-12-16,A,Y,android,9299,60212,527577,827202,0.4173,16.4367,7.07,0.81
2019-12-16,A,X,android,6594,109290,768090,1137123,0.7574,50.7536,3.92,0.56
2019-12-16,B,Y,android,1882,12150,104381,107401,0.4171,14.0944,3,0.35
2019-12-16,B,X,android,4541,35270,280181,286928,1.2107,38.0508,3.87,0.49
2019-12-16,B,Z,android,2627,41802,362339,405621,1.4349,30.8703,2.26,0.26
2019-12-23,A,Y,android,8502,96935,758320,1169111,0.6718,25.9255,7.01,0.9
2019-12-23,A,X,android,6974,121570,1358181,1848206,0.8425,56.475,3.85,0.34
2019-12-23,B,Y,android,2047,11619,75675,93140,0.3988,13.7652,3.02,0.46
2019-12-23,B,X,android,4595,37136,368682,354075,1.2747,39.0397,3.89,0.39
2019-12-23,B,Z,android,3168,34256,287339,387540,1.1759,25.9853,2.29,0.27
2019-12-30,A,Y,android,11136,91402,780295,1501975,0.6335,22.7605,6.96,0.81
2019-12-30,A,X,android,9180,121865,537669,799930,0.8446,50.2534,3.92,0.89
2019-12-30,B,Y,android,2214,11868,37788,55184,0.4074,14.2926,3.03,0.95
2019-12-30,B,X,android,3822,39107,266120,342258,1.3426,41.0593,3.84,0.56
2019-12-30,B,Z,android,2854,42731,346676,585224,1.467,31.0257,2.3,0.28
2020-01-06,A,Y,android,17658,80582,640063,1205197,0.5585,19.2158,8.37,1.05
2020-01-06,A,X,android,7657,118006,742376,1154357,0.8178,48.631,4.38,0.7
2020-01-06,B,Y,android,1567,12586,99027,72944,0.4321,15.146,3.08,0.39
2020-01-06,B,X,android,3091,35123,342585,229091,1.2058,35.6238,4.44,0.46
2020-01-06,B,Z,android,2305,43415,333080,422837,1.4905,31.1495,2.44,0.32
2020-01-13,A,Y,android,15773,108383,813737,1318964,0.7511,26.2858,6.99,0.93
2020-01-13,A,X,android,11889,152983,1098265,1417136,1.0603,62.2608,3.86,0.54
2020-01-13,B,Y,android,1447,13755,88610,82323,0.4722,16.4575,3.02,0.47
2020-01-13,B,X,android,2532,33281,391812,330064,1.1426,33.0969,3.87,0.33
2020-01-13,B,Z,android,2300,39693,309962,484571,1.3627,29.1628,2.3,0.29
2020-01-20,A,Y,android,17751,91957,846092,1682300,0.6373,21.9185,9.36,1.02
2020-01-20,A,X,android,14386,168404,1857833,2049100,1.1671,58.1086,4.49,0.41
2020-01-20,B,Y,android,1293,11202,74090,67943,0.3846,12.6934,3.29,0.5
2020-01-20,B,X,android,2400,36693,277873,240377,1.2597,36.8601,4.54,0.6
2020-01-20,B,Z,android,1948,32405,255610,349731,1.1125,23.0428,1.44,0.18
2020-01-27,A,Y,android,12746,92678,630579,1325777,0.6423,21.6082,6.98,1.03
2020-01-27,A,X,android,11677,133340,1234062,1485485,0.9242,46.6688,3.87,0.42
2020-01-27,B,Y,android,1441,11112,77584,49688,0.3815,13.3976,3,0.43
2020-01-27,B,X,android,3431,39332,176874,146731,1.3505,38.5757,3.9,0.87
2020-01-27,B,Z,android,2347,34039,444004,641343,1.1688,24.7539,2.31,0.18
2020-02-03,A,Y,android,14508,109884,815668,1300450,0.7616,24.3619,9.39,1.26
2020-02-03,A,X,android,7394,161282,1235582,1232794,1.1178,54.6082,4.55,0.59
2020-02-03,B,Y,android,1871,16038,140381,88763,0.5507,16.9966,3.33,0.38
2020-02-03,B,X,android,5897,46188,266086,240468,1.5859,42.7569,4.53,0.79
2020-02-03,B,Z,android,2736,37823,349030,386416,1.2987,26.5513,1.44,0.16
2020-02-10,A,Y,android,21070,105834,1173696,1933156,0.7335,23.1674,7.05,0.64
2020-02-10,A,X,android,6361,110961,696059,876271,0.7691,40.0571,3.85,0.61
2020-02-10,B,Y,android,2711,11667,97174,44911,0.4006,14.1669,3.02,0.36
2020-02-10,B,X,android,7324,40970,261017,358205,1.4067,37.797,3.9,0.61
2020-02-10,B,Z,android,3033,37266,391889,479603,1.2796,26.3268,2.26,0.21
2020-02-17,A,Y,android,17983,106486,1167088,2288010,0.738,23.3168,11.62,1.06
2020-02-17,A,X,android,7114,135888,812339,879022,0.9418,48.1664,4.08,0.68
2020-02-17,B,Y,android,1930,13911,157111,191682,0.4777,16.254,4.63,0.41
2020-02-17,B,X,android,5383,47348,388345,599460,1.6257,39.6206,4.08,0.5
2020-02-17,B,Z,android,2837,40069,351805,456398,1.3758,27.215,1.48,0.17
2020-02-24,A,Y,android,15952,121612,1007070,1879568,0.8429,26.0213,8.38,1.01
2020-02-24,A,X,android,8439,138897,1254796,1450507,0.9627,48.2841,4.37,0.48
2020-02-24,B,Y,android,1344,8714,75577,47900,0.2993,10.1588,3.05,0.35
2020-02-24,B,X,android,4022,40435,347131,225513,1.3886,34.5285,4.45,0.52
2020-02-24,B,Z,android,1904,40312,297099,445566,1.3844,27.343,2.44,0.33
2020-03-02,A,Y,android,16440,140445,1822556,2999486,0.9735,28.6536,9.37,0.72
2020-03-02,A,X,android,10240,159866,1331205,1503950,1.1081,52.5979,4.5,0.54
2020-03-02,B,Y,android,1437,16179,126164,147029,0.5556,18.8568,3.31,0.42
2020-03-02,B,X,android,3838,43102,304685,258617,1.4802,36.0467,4.47,0.63
2020-03-02,B,Z,android,2468,33270,326212,368544,1.1425,23.8329,1.44,0.15
2020-03-09,A,Y,android,19250,134019,967886,1618524,0.9289,27.9479,7.02,0.97
2020-03-09,A,X,android,13643,145639,975199,1359416,1.0095,48.6178,3.88,0.58
2020-03-09,B,Y,android,1606,10358,98152,84512,0.3557,12.0041,3.02,0.32
2020-03-09,B,X,android,4103,43415,305899,333184,1.4909,33.7933,3.88,0.55
2020-03-09,B,Z,android,2726,46455,393148,617223,1.5953,31.7171,2.28,0.27
2020-03-16,A,Y,android,15304,112392,1235415,2122017,0.779,22.9776,8.38,0.76
2020-03-16,A,X,android,10200,124478,738902,683562,0.8628,41.7268,4.33,0.73
2020-03-16,B,Y,android,1449,9810,82855,119946,0.3369,12.2544,3.08,0.36
2020-03-16,B,X,android,4795,45280,338600,339980,1.555,33.9436,4.41,0.59
2020-03-16,B,Z,android,2721,42376,411470,521347,1.4552,28.2029,2.46,0.25
2020-03-23,A,Y,android,15669,136722,1336050,2467932,0.9477,28.6545,9.27,0.95
2020-03-23,A,X,android,11279,132172,1594259,2047021,0.9161,43.0491,4.55,0.38
2020-03-23,B,Y,android,1443,8272,53950,76869,0.2841,9.7241,3.29,0.51
2020-03-23,B,X,android,5558,50421,343213,354646,1.7315,39.2312,4.47,0.66
2020-03-23,B,Z,android,2837,44884,341118,460923,1.5414,30.1008,1.44,0.19
2020-03-30,A,Y,android,17067,143642,1397633,2980408,0.9957,28.5385,8.43,0.87
2020-03-30,A,X,android,11252,144489,959552,1130446,1.0016,45.5495,4.32,0.65
2020-03-30,B,Y,android,1315,11906,59506,96990,0.4089,13.9506,3.06,0.61
2020-03-30,B,X,android,6116,42171,199467,290720,1.4484,31.2218,4.44,0.94
2020-03-30,B,Z,android,2376,39751,356447,535301,1.3653,27.5532,2.43,0.27
2020-04-06,A,Y,android,14330,122233,1045096,1772279,0.8473,23.468,8.3,0.97
2020-04-06,A,X,android,8387,133274,982496,1736414,0.9238,39.9095,4.36,0.59
2020-04-06,B,Y,android,1351,14170,119382,138548,0.4867,15.7394,3.08,0.37
2020-04-06,B,X,android,5079,44761,262610,310446,1.5374,31.9711,4.44,0.76
2020-04-06,B,Z,android,2375,37982,310351,454262,1.3046,26.7678,2.47,0.3
2020-04-13,A,Y,android,19574,151942,1369907,2469551,1.0532,28.4814,8.38,0.93
2020-04-13,A,X,android,12188,163849,1826098,2870656,1.1358,49.2486,4.37,0.39
2020-04-13,B,Y,android,1686,15586,122194,142931,0.5353,18.5489,3.06,0.39
2020-04-13,B,X,android,7917,48253,314655,352353,1.6573,35.3953,4.46,0.68
2020-04-13,B,Z,android,3149,42885,477395,603126,1.473,31.0656,2.47,0.22
2020-04-20,A,Y,android,22777,166383,1427397,2888264,1.1533,28.9815,9.26,1.08
2020-04-20,A,X,android,14306,162240,2079593,2980360,1.1246,46.6835,4.58,0.36
2020-04-20,B,Y,android,1934,13871,131774,122579,0.4764,16.6013,3.3,0.35
2020-04-20,B,X,android,10093,50873,377780,385498,1.7473,34.6035,4.47,0.6
2020-04-20,B,Z,android,3610,47005,384924,546117,1.6145,32.7042,1.43,0.17
2020-04-27,A,Y,android,20341,195529,1472527,2997856,1.3555,32.4453,8.33,1.11
2020-04-27,A,X,android,23791,206164,2460156,4397870,1.4292,53.9654,4.33,0.36
2020-04-27,A,Z,android,3925,7041,69224,109271,0.0488,17.1926,3.45,0.35
2020-04-27,B,Y,android,1691,11544,92883,112889,0.3966,14.8711,3.08,0.38
2020-04-27,B,X,android,8057,46102,293114,326474,1.5837,33.2755,4.46,0.7
2020-04-27,B,Z,android,3355,34656,348119,514633,1.1905,25.0255,2.44,0.24
2020-05-04,A,Y,android,20794,164728,1151779,2371803,1.142,26.5662,7.07,1.01
2020-05-04,A,X,android,33459,217911,1953573,3224882,1.5107,49.7915,3.86,0.43
2020-05-04,B,Y,android,1585,10377,66153,121648,0.3565,12.9565,3.03,0.47
2020-05-04,B,X,android,4983,46805,535257,472282,1.6079,31.0495,3.9,0.34
2020-05-04,B,Z,android,2951,43725,347526,571418,1.5021,29.4816,2.27,0.29
2020-05-11,A,Y,android,21006,161940,1308154,2678194,1.1226,25.188,8.34,1.03
2020-05-11,A,X,android,29557,217765,1918292,2921787,1.5096,49.9442,4.38,0.5
2020-05-11,B,Y,android,1781,13996,66019,94549,0.4808,16.7366,3.05,0.65
2020-05-11,B,X,android,6418,58196,616698,834177,1.9992,37.4129,4.45,0.42
2020-05-11,B,Z,android,3421,43914,448274,650368,1.5086,29.9179,2.44,0.24
